Bagging	maven2-2-2008-study1And2	0.828	
Bagging	maven2-2-2009-study1And2	0.000	
Bagging	openjpa-1-2007-study1And2	0.615	
Bagging	openjpa-1-2008-study1And2	0.615	
Bagging	openjpa-1-2009-study1And2	0.675	
Bagging	openjpa-1-2010-study1And2	0.618	
Bagging	openjpa-1-2011-study1And2	0.570	
Bagging	openjpa-1-2012-study1And2	0.323	
Bagging	openjpa-2-2007-study1And2	0.570	
Bagging	openjpa-2-2008-study1And2	0.866	
Bagging	openjpa-2-2009-study1And2	0.721	
Bagging	openjpa-2-2010-study1And2	0.557	
Bagging	openjpa-2-2011-study1And2	0.533	
Bagging	openjpa-2-2012-study1And2	0.667	
Bagging	solr-1-2007-study1And2	0.779	
Bagging	solr-1-2008-study1And2	0.788	
Bagging	solr-1-2009-study1And2	0.723	
Bagging	solr-1-2010-study1And2	0.000	
Bagging	solr-2-2007-study1And2	0.604	
Bagging	solr-2-2008-study1And2	0.641	
Bagging	solr-2-2009-study1And2	0.963	
Bagging	tomcat-1-2006-study1And2	0.969	
Bagging	tomcat-1-2007-study1And2	0.612	
Bagging	tomcat-1-2008-study1And2	0.713	
Bagging	tomcat-1-2009-study1And2	0.851	
Bagging	tomcat-1-2010-study1And2	0.784	
Bagging	tomcat-1-2011-study1And2	0.952	
Bagging	tomcat-1-2012-study1And2	0.741	
Bagging	tomcat-2-2006-study1And2	0.607	
Bagging	tomcat-2-2007-study1And2	0.537	
Bagging	tomcat-2-2008-study1And2	0.718	
Bagging	tomcat-2-2009-study1And2	0.764	
Bagging	tomcat-2-2010-study1And2	0.623	
Bagging	tomcat-2-2011-study1And2	0.569	
Bagging	tomcat-2-2012-study1And2	0.662	
J48	ant-1-2006-study1And2	0.958	
J48	ant-1-2007-study1And2	0.557	
J48	ant-1-2008-study1And2	0.658	
J48	ant-1-2009-study1And2	0.608	
J48	ant-1-2010-study1And2	0.625	
J48	ant-1-2011-study1And2	0.000	
J48	ant-1-2012-study1And2	0.573	
J48	ant-2-2006-study1And2	0.302	
J48	ant-2-2007-study1And2	0.356	
J48	ant-2-2008-study1And2	0.135	
J48	ant-2-2009-study1And2	0.509	
J48	ant-2-2010-study1And2	0.697	
J48	ant-2-2011-study1And2	0.000	
J48	ant-2-2012-study1And2	0.827	
J48	camel-1-2008-study1And2	0.709	
J48	camel-1-2009-study1And2	0.666	
J48	camel-1-2010-study1And2	0.608	
J48	camel-1-2011-study1And2	0.627	
J48	camel-1-2012-study1And2	0.670	
J48	camel-2-2008-study1And2	0.813	
J48	camel-2-2009-study1And2	0.606	
J48	camel-2-2010-study1And2	0.812	
J48	camel-2-2011-study1And2	0.616	
J48	camel-2-2012-study1And2	0.698	
J48	cassandra-1-2010-study1And2	0.861	
J48	cassandra-1-2011-study1And2	0.786	
J48	cassandra-1-2012-study1And2	0.740	
J48	cassandra-2-2010-study1And2	0.855	
J48	cassandra-2-2011-study1And2	0.937	
J48	cassandra-2-2012-study1And2	0.811	
J48	cxf-1-2006-study1And2	0.995	
J48	cxf-1-2007-study1And2	0.595	
J48	cxf-1-2008-study1And2	0.643	
J48	cxf-1-2009-study1And2	0.709	
J48	cxf-1-2010-study1And2	0.543	
J48	cxf-1-2011-study1And2	0.678	
J48	cxf-1-2012-study1And2	0.624	
J48	cxf-2-2006-study1And2	0.753	
J48	cxf-2-2007-study1And2	0.640	
J48	cxf-2-2008-study1And2	0.687	
J48	cxf-2-2009-study1And2	0.543	
J48	cxf-2-2010-study1And2	0.707	
J48	cxf-2-2011-study1And2	0.731	
J48	cxf-2-2012-study1And2	0.672	
J48	derby-1-2006-study1And2	0.983	
J48	derby-1-2007-study1And2	0.474	
J48	derby-1-2008-study1And2	0.482	
J48	derby-1-2009-study1And2	0.492	
J48	derby-1-2010-study1And2	0.605	
J48	derby-1-2011-study1And2	0.563	
J48	derby-1-2012-study1And2	0.323	
J48	derby-2-2006-study1And2	0.727	
J48	derby-2-2007-study1And2	0.620	
J48	derby-2-2008-study1And2	0.560	
J48	derby-2-2009-study1And2	0.507	
J48	derby-2-2010-study1And2	0.478	
J48	derby-2-2011-study1And2	0.346	
J48	derby-2-2012-study1And2	0.695	
J48	hadoop-1-2009-study1And2	0.765	
J48	hadoop-1-2010-study1And2	0.590	
J48	hadoop-1-2011-study1And2	0.981	
J48	hadoop-1-2012-study1And2	0.763	
J48	hadoop-2-2009-study1And2	0.762	
J48	hadoop-2-2010-study1And2	0.985	
J48	hadoop-2-2011-study1And2	0.635	
J48	hadoop-2-2012-study1And2	0.695	
J48	httpd-1-2005-study1And2	0.695	
J48	httpd-1-2006-study1And2	0.996	
J48	httpd-1-2008-study1And2	0.380	
J48	httpd-1-2009-study1And2	0.506	
J48	httpd-1-2010-study1And2	0.711	
J48	httpd-1-2011-study1And2	0.905	
J48	httpd-1-2012-study1And2	0.542	
J48	httpd-2-2005-study1And2	1.000	
J48	httpd-2-2006-study1And2	0.472	
J48	httpd-2-2007-study1And2	0.726	
J48	httpd-2-2008-study1And2	0.376	
J48	httpd-2-2009-study1And2	0.813	
J48	httpd-2-2010-study1And2	0.597	
J48	httpd-2-2011-study1And2	0.850	
J48	httpd-2-2012-study1And2	0.452	
J48	jmeter-1-2003-study1And2	0.826	
J48	jmeter-1-2004-study1And2	0.400	
J48	jmeter-1-2005-study1And2	0.943	
J48	jmeter-1-2006-study1And2	0.495	
J48	jmeter-1-2007-study1And2	0.628	
J48	jmeter-1-2008-study1And2	0.901	
J48	jmeter-1-2009-study1And2	0.749	
J48	jmeter-1-2010-study1And2	0.280	
J48	jmeter-1-2011-study1And2	0.737	
J48	jmeter-1-2012-study1And2	0.817	
J48	jmeter-2-2003-study1And2	0.980	
J48	jmeter-2-2004-study1And2	0.769	
J48	jmeter-2-2005-study1And2	0.601	
J48	jmeter-2-2006-study1And2	0.985	
J48	jmeter-2-2007-study1And2	0.706	
J48	jmeter-2-2008-study1And2	0.370	
J48	jmeter-2-2009-study1And2	0.754	
J48	jmeter-2-2010-study1And2	0.522	
J48	jmeter-2-2011-study1And2	0.443	
J48	jmeter-2-2012-study1And2	0.345	
J48	mahout-1-2010-study1And2	0.732	
J48	mahout-1-2011-study1And2	0.594	
J48	mahout-1-2012-study1And2	0.352	
J48	mahout-2-2010-study1And2	0.767	
J48	mahout-2-2011-study1And2	0.650	
J48	mahout-2-2012-study1And2	0.735	
J48	maven2-1-2006-study1And2	0.750	
J48	maven2-1-2007-study1And2	0.708	
J48	maven2-1-2008-study1And2	0.748	
J48	maven2-1-2009-study1And2	0.773	
J48	maven2-2-2006-study1And2	0.935	
J48	maven2-2-2007-study1And2	0.865	
J48	maven2-2-2008-study1And2	0.862	
J48	maven2-2-2009-study1And2	0.000	
J48	openjpa-1-2007-study1And2	0.576	
J48	openjpa-1-2008-study1And2	0.557	
J48	openjpa-1-2009-study1And2	0.665	
J48	openjpa-1-2010-study1And2	0.587	
J48	openjpa-1-2011-study1And2	0.538	
J48	openjpa-1-2012-study1And2	0.077	
J48	openjpa-2-2007-study1And2	0.538	
J48	openjpa-2-2008-study1And2	0.855	
J48	openjpa-2-2009-study1And2	0.680	
J48	openjpa-2-2010-study1And2	0.450	
J48	openjpa-2-2011-study1And2	0.468	
J48	openjpa-2-2012-study1And2	0.533	
J48	solr-1-2007-study1And2	0.800	
J48	solr-1-2008-study1And2	0.779	
J48	solr-1-2009-study1And2	0.721	
J48	solr-1-2010-study1And2	0.000	
J48	solr-2-2007-study1And2	0.584	
J48	solr-2-2008-study1And2	0.579	
J48	solr-2-2009-study1And2	0.964	
J48	tomcat-1-2006-study1And2	0.988	
J48	tomcat-1-2007-study1And2	0.609	
J48	tomcat-1-2008-study1And2	0.690	
J48	tomcat-1-2009-study1And2	0.837	
J48	tomcat-1-2010-study1And2	0.766	
J48	tomcat-1-2011-study1And2	0.955	
J48	tomcat-1-2012-study1And2	0.745	
J48	tomcat-2-2006-study1And2	0.598	
J48	tomcat-2-2007-study1And2	0.502	
J48	tomcat-2-2008-study1And2	0.689	
J48	tomcat-2-2009-study1And2	0.750	
J48	tomcat-2-2010-study1And2	0.593	
J48	tomcat-2-2011-study1And2	0.502	
J48	tomcat-2-2012-study1And2	0.650	
SimpleLogistic	ant-1-2006-study1And2	0.869	
SimpleLogistic	ant-1-2007-study1And2	0.542	
SimpleLogistic	ant-1-2008-study1And2	0.626	
SimpleLogistic	ant-1-2009-study1And2	0.586	
SimpleLogistic	ant-1-2010-study1And2	0.649	
SimpleLogistic	ant-1-2011-study1And2	0.000	
SimpleLogistic	ant-1-2012-study1And2	0.561	
SimpleLogistic	ant-2-2006-study1And2	0.232	
SimpleLogistic	ant-2-2007-study1And2	0.374	
SimpleLogistic	ant-2-2008-study1And2	0.127	
SimpleLogistic	ant-2-2009-study1And2	0.630	
SimpleLogistic	ant-2-2010-study1And2	0.721	
SimpleLogistic	ant-2-2011-study1And2	0.286	
SimpleLogistic	ant-2-2012-study1And2	0.185	
SimpleLogistic	camel-1-2008-study1And2	0.702	
SimpleLogistic	camel-1-2009-study1And2	0.637	
SimpleLogistic	camel-1-2010-study1And2	0.608	
SimpleLogistic	camel-1-2011-study1And2	0.566	
SimpleLogistic	camel-1-2012-study1And2	0.613	
SimpleLogistic	camel-2-2008-study1And2	0.789	
SimpleLogistic	camel-2-2009-study1And2	0.587	
SimpleLogistic	camel-2-2010-study1And2	0.743	
SimpleLogistic	camel-2-2011-study1And2	0.659	
SimpleLogistic	camel-2-2012-study1And2	0.600	
SimpleLogistic	cassandra-1-2010-study1And2	0.830	
SimpleLogistic	cassandra-1-2011-study1And2	0.802	
SimpleLogistic	cassandra-1-2012-study1And2	0.731	
SimpleLogistic	cassandra-2-2010-study1And2	0.829	
SimpleLogistic	cassandra-2-2011-study1And2	0.915	
SimpleLogistic	cassandra-2-2012-study1And2	0.811	
SimpleLogistic	cxf-1-2006-study1And2	0.904	
SimpleLogistic	cxf-1-2007-study1And2	0.505	
SimpleLogistic	cxf-1-2008-study1And2	0.645	
SimpleLogistic	cxf-1-2009-study1And2	0.673	
SimpleLogistic	cxf-1-2010-study1And2	0.547	
SimpleLogistic	cxf-1-2011-study1And2	0.661	
SimpleLogistic	cxf-1-2012-study1And2	0.625	
SimpleLogistic	cxf-2-2006-study1And2	0.599	
SimpleLogistic	cxf-2-2007-study1And2	0.617	
SimpleLogistic	cxf-2-2008-study1And2	0.713	
SimpleLogistic	cxf-2-2009-study1And2	0.443	
SimpleLogistic	cxf-2-2010-study1And2	0.728	
SimpleLogistic	cxf-2-2011-study1And2	0.680	
SimpleLogistic	cxf-2-2012-study1And2	0.705	
SimpleLogistic	derby-1-2006-study1And2	0.982	
SimpleLogistic	derby-1-2007-study1And2	0.524	
SimpleLogistic	derby-1-2008-study1And2	0.502	
SimpleLogistic	derby-1-2009-study1And2	0.430	
SimpleLogistic	derby-1-2010-study1And2	0.598	
SimpleLogistic	derby-1-2011-study1And2	0.550	
SimpleLogistic	derby-1-2012-study1And2	0.229	
SimpleLogistic	derby-2-2006-study1And2	0.641	
SimpleLogistic	derby-2-2007-study1And2	0.691	
SimpleLogistic	derby-2-2008-study1And2	0.494	
SimpleLogistic	derby-2-2009-study1And2	0.508	
SimpleLogistic	derby-2-2010-study1And2	0.536	
SimpleLogistic	derby-2-2011-study1And2	0.363	
SimpleLogistic	derby-2-2012-study1And2	0.697	
SimpleLogistic	hadoop-1-2009-study1And2	0.603	
SimpleLogistic	hadoop-1-2010-study1And2	0.600	
SimpleLogistic	hadoop-1-2011-study1And2	0.967	
SimpleLogistic	hadoop-1-2012-study1And2	0.711	
SimpleLogistic	hadoop-2-2009-study1And2	0.709	
SimpleLogistic	hadoop-2-2010-study1And2	0.985	
SimpleLogistic	hadoop-2-2011-study1And2	0.537	
SimpleLogistic	hadoop-2-2012-study1And2	0.625	
SimpleLogistic	httpd-1-2005-study1And2	0.703	
SimpleLogistic	httpd-1-2006-study1And2	0.996	
SimpleLogistic	httpd-1-2008-study1And2	0.404	
SimpleLogistic	httpd-1-2009-study1And2	0.506	
SimpleLogistic	httpd-1-2010-study1And2	0.743	
SimpleLogistic	httpd-1-2011-study1And2	0.911	
SimpleLogistic	httpd-1-2012-study1And2	0.625	
SimpleLogistic	httpd-2-2005-study1And2	1.000	
SimpleLogistic	httpd-2-2006-study1And2	0.172	
SimpleLogistic	httpd-2-2007-study1And2	0.684	
SimpleLogistic	httpd-2-2008-study1And2	0.260	
SimpleLogistic	httpd-2-2009-study1And2	0.714	
SimpleLogistic	httpd-2-2010-study1And2	0.666	
SimpleLogistic	httpd-2-2011-study1And2	0.856	
SimpleLogistic	httpd-2-2012-study1And2	0.567	
SimpleLogistic	jmeter-1-2003-study1And2	0.784	
SimpleLogistic	jmeter-1-2004-study1And2	0.467	
SimpleLogistic	jmeter-1-2005-study1And2	0.936	
SimpleLogistic	jmeter-1-2006-study1And2	0.496	
SimpleLogistic	jmeter-1-2007-study1And2	0.549	
SimpleLogistic	jmeter-1-2008-study1And2	0.901	
SimpleLogistic	jmeter-1-2009-study1And2	0.734	
SimpleLogistic	jmeter-1-2010-study1And2	0.376	
SimpleLogistic	jmeter-1-2011-study1And2	0.755	
SimpleLogistic	jmeter-1-2012-study1And2	0.783	
SimpleLogistic	jmeter-2-2003-study1And2	0.971	
SimpleLogistic	jmeter-2-2004-study1And2	0.510	
SimpleLogistic	jmeter-2-2005-study1And2	0.572	
SimpleLogistic	jmeter-2-2006-study1And2	0.985	
SimpleLogistic	jmeter-2-2007-study1And2	0.682	
SimpleLogistic	jmeter-2-2008-study1And2	0.373	
SimpleLogistic	jmeter-2-2009-study1And2	0.717	
SimpleLogistic	jmeter-2-2010-study1And2	0.485	
SimpleLogistic	jmeter-2-2011-study1And2	0.476	
SimpleLogistic	jmeter-2-2012-study1And2	0.421	
SimpleLogistic	mahout-1-2010-study1And2	0.668	
SimpleLogistic	mahout-1-2011-study1And2	0.571	
SimpleLogistic	mahout-1-2012-study1And2	0.357	
SimpleLogistic	mahout-2-2010-study1And2	0.668	
SimpleLogistic	mahout-2-2011-study1And2	0.522	
SimpleLogistic	mahout-2-2012-study1And2	0.750	
SimpleLogistic	maven2-1-2006-study1And2	0.794	
SimpleLogistic	maven2-1-2007-study1And2	0.649	
SimpleLogistic	maven2-1-2008-study1And2	0.824	
SimpleLogistic	maven2-1-2009-study1And2	0.795	
SimpleLogistic	maven2-2-2006-study1And2	0.925	
SimpleLogistic	maven2-2-2007-study1And2	0.786	
SimpleLogistic	maven2-2-2008-study1And2	0.810	
SimpleLogistic	maven2-2-2009-study1And2	0.000	
SimpleLogistic	openjpa-1-2007-study1And2	0.599	
SimpleLogistic	openjpa-1-2008-study1And2	0.595	
SimpleLogistic	openjpa-1-2009-study1And2	0.645	
SimpleLogistic	openjpa-1-2010-study1And2	0.533	
SimpleLogistic	openjpa-1-2011-study1And2	0.567	
SimpleLogistic	openjpa-1-2012-study1And2	0.274	
SimpleLogistic	openjpa-2-2007-study1And2	0.603	
SimpleLogistic	openjpa-2-2008-study1And2	0.785	
SimpleLogistic	openjpa-2-2009-study1And2	0.573	
SimpleLogistic	openjpa-2-2010-study1And2	0.402	
SimpleLogistic	openjpa-2-2011-study1And2	0.522	
SimpleLogistic	openjpa-2-2012-study1And2	0.561	
SimpleLogistic	solr-1-2007-study1And2	0.725	
SimpleLogistic	solr-1-2008-study1And2	0.760	
SimpleLogistic	solr-1-2009-study1And2	0.684	
SimpleLogistic	solr-1-2010-study1And2	0.000	
SimpleLogistic	solr-2-2007-study1And2	0.584	
SimpleLogistic	solr-2-2008-study1And2	0.559	
SimpleLogistic	solr-2-2009-study1And2	0.943	
SimpleLogistic	tomcat-1-2006-study1And2	0.930	
SimpleLogistic	tomcat-1-2007-study1And2	0.608	
SimpleLogistic	tomcat-1-2008-study1And2	0.709	
SimpleLogistic	tomcat-1-2009-study1And2	0.762	
SimpleLogistic	tomcat-1-2010-study1And2	0.710	
SimpleLogistic	tomcat-1-2011-study1And2	0.951	
SimpleLogistic	tomcat-1-2012-study1And2	0.707	
SimpleLogistic	tomcat-2-2006-study1And2	0.551	
SimpleLogistic	tomcat-2-2007-study1And2	0.442	
SimpleLogistic	tomcat-2-2008-study1And2	0.584	
SimpleLogistic	tomcat-2-2009-study1And2	0.672	
SimpleLogistic	tomcat-2-2010-study1And2	0.592	
SimpleLogistic	tomcat-2-2011-study1And2	0.543	
SimpleLogistic	tomcat-2-2012-study1And2	0.571	
