Bagging	tomcat-2-2008-study1And2	0.48
Bagging	tomcat-2-2009-study1And2	0.53
Bagging	tomcat-2-2010-study1And2	0.32
Bagging	tomcat-2-2011-study1And2	0.39
Bagging	tomcat-2-2012-study1And2	0.41
DecisionTable	ant-1-2006-study1And2	0.79
DecisionTable	ant-1-2007-study1And2	0.17
DecisionTable	ant-1-2008-study1And2	0.52
DecisionTable	ant-1-2009-study1And2	0.29
DecisionTable	ant-1-2010-study1And2	0.42
DecisionTable	ant-1-2011-study1And2	0
DecisionTable	ant-1-2012-study1And2	0.28
DecisionTable	ant-2-2006-study1And2	0.16
DecisionTable	ant-2-2007-study1And2	0.07
DecisionTable	ant-2-2008-study1And2	0.08
DecisionTable	ant-2-2009-study1And2	0.38
DecisionTable	ant-2-2010-study1And2	0.54
DecisionTable	ant-2-2011-study1And2	0
DecisionTable	ant-2-2012-study1And2	0.62
DecisionTable	camel-1-2008-study1And2	0.25
DecisionTable	camel-1-2009-study1And2	0.46
DecisionTable	camel-1-2010-study1And2	0.34
DecisionTable	camel-1-2011-study1And2	0.33
DecisionTable	camel-1-2012-study1And2	0.43
DecisionTable	camel-2-2008-study1And2	0.15
DecisionTable	camel-2-2009-study1And2	0.32
DecisionTable	camel-2-2010-study1And2	0.61
DecisionTable	camel-2-2011-study1And2	0.4
DecisionTable	camel-2-2012-study1And2	0.44
DecisionTable	cassandra-1-2010-study1And2	0.6
DecisionTable	cassandra-1-2011-study1And2	0.46
DecisionTable	cassandra-1-2012-study1And2	0.36
DecisionTable	cassandra-2-2010-study1And2	0.35
DecisionTable	cassandra-2-2011-study1And2	0.52
DecisionTable	cassandra-2-2012-study1And2	0
DecisionTable	cxf-1-2006-study1And2	0.98
DecisionTable	cxf-1-2007-study1And2	0.34
DecisionTable	cxf-1-2008-study1And2	0.42
DecisionTable	cxf-1-2009-study1And2	0.34
DecisionTable	cxf-1-2010-study1And2	0.28
DecisionTable	cxf-1-2011-study1And2	0.43
DecisionTable	cxf-1-2012-study1And2	0.43
DecisionTable	cxf-2-2006-study1And2	0.61
DecisionTable	cxf-2-2007-study1And2	0.31
DecisionTable	cxf-2-2008-study1And2	0.38
DecisionTable	cxf-2-2009-study1And2	0.36
DecisionTable	cxf-2-2010-study1And2	0.41
DecisionTable	cxf-2-2011-study1And2	0.47
DecisionTable	cxf-2-2012-study1And2	0.43
DecisionTable	derby-1-2006-study1And2	0
DecisionTable	derby-1-2007-study1And2	0.31
DecisionTable	derby-1-2008-study1And2	0.26
DecisionTable	derby-1-2009-study1And2	0.26
DecisionTable	derby-1-2010-study1And2	0.37
DecisionTable	derby-1-2011-study1And2	0.22
DecisionTable	derby-1-2012-study1And2	0.09
DecisionTable	derby-2-2006-study1And2	0.34
DecisionTable	derby-2-2007-study1And2	0.28
DecisionTable	derby-2-2008-study1And2	0.37
DecisionTable	derby-2-2009-study1And2	0.2
DecisionTable	derby-2-2010-study1And2	0.22
DecisionTable	derby-2-2011-study1And2	0.14
DecisionTable	derby-2-2012-study1And2	0
DecisionTable	hadoop-1-2009-study1And2	0.46
DecisionTable	hadoop-1-2010-study1And2	0.38
DecisionTable	hadoop-1-2011-study1And2	0.97
DecisionTable	hadoop-1-2012-study1And2	0.56
DecisionTable	hadoop-2-2009-study1And2	0.28
DecisionTable	hadoop-2-2010-study1And2	0
DecisionTable	hadoop-2-2011-study1And2	0.44
DecisionTable	hadoop-2-2012-study1And2	0.45
DecisionTable	httpd-1-2005-study1And2	0.46
DecisionTable	httpd-1-2006-study1And2	0
DecisionTable	httpd-1-2008-study1And2	0.07
DecisionTable	httpd-1-2009-study1And2	0.08
DecisionTable	httpd-1-2010-study1And2	0
DecisionTable	httpd-1-2011-study1And2	0
DecisionTable	httpd-1-2012-study1And2	0.31
DecisionTable	httpd-2-2005-study1And2	0
DecisionTable	httpd-2-2006-study1And2	0.03
DecisionTable	httpd-2-2007-study1And2	0.02
DecisionTable	httpd-2-2008-study1And2	0
DecisionTable	httpd-2-2009-study1And2	0.38
DecisionTable	httpd-2-2010-study1And2	0.33
DecisionTable	httpd-2-2011-study1And2	0
DecisionTable	httpd-2-2012-study1And2	0.49
DecisionTable	jmeter-1-2003-study1And2	0.42
DecisionTable	jmeter-1-2004-study1And2	0.27
DecisionTable	jmeter-1-2005-study1And2	0
DecisionTable	jmeter-1-2006-study1And2	0.3
DecisionTable	jmeter-1-2007-study1And2	0.36
DecisionTable	jmeter-1-2008-study1And2	0.21
DecisionTable	jmeter-1-2009-study1And2	0
DecisionTable	jmeter-1-2010-study1And2	0.09
DecisionTable	jmeter-1-2011-study1And2	0.23
DecisionTable	jmeter-1-2012-study1And2	0.39
DecisionTable	jmeter-2-2003-study1And2	0
DecisionTable	jmeter-2-2004-study1And2	0.37
DecisionTable	jmeter-2-2005-study1And2	0.41
DecisionTable	jmeter-2-2006-study1And2	0
DecisionTable	jmeter-2-2007-study1And2	0.11
DecisionTable	jmeter-2-2008-study1And2	0.19
DecisionTable	jmeter-2-2009-study1And2	0.24
DecisionTable	jmeter-2-2010-study1And2	0.41
DecisionTable	jmeter-2-2011-study1And2	0.24
DecisionTable	jmeter-2-2012-study1And2	0.18
DecisionTable	mahout-1-2010-study1And2	0.32
DecisionTable	mahout-1-2011-study1And2	0.27
DecisionTable	mahout-1-2012-study1And2	0.26
DecisionTable	mahout-2-2010-study1And2	0.37
DecisionTable	mahout-2-2011-study1And2	0.27
DecisionTable	mahout-2-2012-study1And2	0
DecisionTable	maven2-1-2006-study1And2	0.64
DecisionTable	maven2-1-2007-study1And2	0.6
DecisionTable	maven2-1-2008-study1And2	0.65
DecisionTable	maven2-1-2009-study1And2	0.52
DecisionTable	maven2-2-2006-study1And2	0.89
DecisionTable	maven2-2-2007-study1And2	0.58
DecisionTable	maven2-2-2008-study1And2	0.72
DecisionTable	maven2-2-2009-study1And2	0
DecisionTable	openjpa-1-2007-study1And2	0.32
DecisionTable	openjpa-1-2008-study1And2	0.47
DecisionTable	openjpa-1-2009-study1And2	0.41
DecisionTable	openjpa-1-2010-study1And2	0.31
DecisionTable	openjpa-1-2011-study1And2	0.3
DecisionTable	openjpa-1-2012-study1And2	0.13
DecisionTable	openjpa-2-2007-study1And2	0.37
DecisionTable	openjpa-2-2008-study1And2	0.35
DecisionTable	openjpa-2-2009-study1And2	0.48
DecisionTable	openjpa-2-2010-study1And2	0.27
DecisionTable	openjpa-2-2011-study1And2	0.31
DecisionTable	openjpa-2-2012-study1And2	0.23
DecisionTable	solr-1-2007-study1And2	0.2
DecisionTable	solr-1-2008-study1And2	0.34
DecisionTable	solr-1-2009-study1And2	0.22
DecisionTable	solr-1-2010-study1And2	0
DecisionTable	solr-2-2007-study1And2	0.32
DecisionTable	solr-2-2008-study1And2	0.38
DecisionTable	solr-2-2009-study1And2	0.88
DecisionTable	tomcat-1-2006-study1And2	0.71
DecisionTable	tomcat-1-2007-study1And2	0.42
DecisionTable	tomcat-1-2008-study1And2	0.36
DecisionTable	tomcat-1-2009-study1And2	0.17
DecisionTable	tomcat-1-2010-study1And2	0.41
DecisionTable	tomcat-1-2011-study1And2	0.72
DecisionTable	tomcat-1-2012-study1And2	0.16
DecisionTable	tomcat-2-2006-study1And2	0.36
DecisionTable	tomcat-2-2007-study1And2	0.11
DecisionTable	tomcat-2-2008-study1And2	0.39
DecisionTable	tomcat-2-2009-study1And2	0.47
DecisionTable	tomcat-2-2010-study1And2	0.3
DecisionTable	tomcat-2-2011-study1And2	0.36
DecisionTable	tomcat-2-2012-study1And2	0.35
J48	ant-1-2006-study1And2	0.78
J48	ant-1-2007-study1And2	0.22
J48	ant-1-2008-study1And2	0.49
J48	ant-1-2009-study1And2	0.43
J48	ant-1-2010-study1And2	0.45
J48	ant-1-2011-study1And2	0
J48	ant-1-2012-study1And2	0.33
J48	ant-2-2006-study1And2	0.2
J48	ant-2-2007-study1And2	0.15
J48	ant-2-2008-study1And2	0.03
J48	ant-2-2009-study1And2	0.3
J48	ant-2-2010-study1And2	0.51
J48	ant-2-2011-study1And2	0.34
J48	ant-2-2012-study1And2	0.66
J48	camel-1-2008-study1And2	0.31
J48	camel-1-2009-study1And2	0.49
J48	camel-1-2010-study1And2	0.35
J48	camel-1-2011-study1And2	0.38
J48	camel-1-2012-study1And2	0.48
J48	camel-2-2008-study1And2	0.25
J48	camel-2-2009-study1And2	0.33
J48	camel-2-2010-study1And2	0.62
J48	camel-2-2011-study1And2	0.39
J48	camel-2-2012-study1And2	0.49
J48	cassandra-1-2010-study1And2	0.61
J48	cassandra-1-2011-study1And2	0.46
J48	cassandra-1-2012-study1And2	0.37
J48	cassandra-2-2010-study1And2	0.42
J48	cassandra-2-2011-study1And2	0.61
J48	cassandra-2-2012-study1And2	0.14
J48	cxf-1-2006-study1And2	0.99
J48	cxf-1-2007-study1And2	0.39
J48	cxf-1-2008-study1And2	0.48
J48	cxf-1-2009-study1And2	0.37
J48	cxf-1-2010-study1And2	0.32
J48	cxf-1-2011-study1And2	0.49
J48	cxf-1-2012-study1And2	0.44
J48	cxf-2-2006-study1And2	0.67
J48	cxf-2-2007-study1And2	0.36
J48	cxf-2-2008-study1And2	0.43
J48	cxf-2-2009-study1And2	0.39
J48	cxf-2-2010-study1And2	0.38
J48	cxf-2-2011-study1And2	0.53
J48	cxf-2-2012-study1And2	0.4
J48	derby-1-2006-study1And2	0.16
J48	derby-1-2007-study1And2	0.26
J48	derby-1-2008-study1And2	0.29
J48	derby-1-2009-study1And2	0.31
J48	derby-1-2010-study1And2	0.41
J48	derby-1-2011-study1And2	0.32
J48	derby-1-2012-study1And2	0.16
J48	derby-2-2006-study1And2	0.37
J48	derby-2-2007-study1And2	0.3
J48	derby-2-2008-study1And2	0.38
J48	derby-2-2009-study1And2	0.19
J48	derby-2-2010-study1And2	0.14
J48	derby-2-2011-study1And2	0.18
J48	derby-2-2012-study1And2	0.08
J48	hadoop-1-2009-study1And2	0.57
J48	hadoop-1-2010-study1And2	0.4
J48	hadoop-1-2011-study1And2	0.97
J48	hadoop-1-2012-study1And2	0.6
J48	hadoop-2-2009-study1And2	0.38
J48	hadoop-2-2010-study1And2	0
J48	hadoop-2-2011-study1And2	0.58
J48	hadoop-2-2012-study1And2	0.5
J48	httpd-1-2005-study1And2	0.39
J48	httpd-1-2006-study1And2	0
J48	httpd-1-2008-study1And2	0.14
J48	httpd-1-2009-study1And2	0.24
J48	httpd-1-2010-study1And2	0.11
J48	httpd-1-2011-study1And2	0.05
J48	httpd-1-2012-study1And2	0.25
J48	httpd-2-2005-study1And2	0
J48	httpd-2-2006-study1And2	0.34
J48	httpd-2-2007-study1And2	0.22
J48	httpd-2-2008-study1And2	0.05
J48	httpd-2-2009-study1And2	0.39
J48	httpd-2-2010-study1And2	0.17
J48	httpd-2-2011-study1And2	0.06
J48	httpd-2-2012-study1And2	0.37
J48	jmeter-1-2003-study1And2	0.5
J48	jmeter-1-2004-study1And2	0.23
J48	jmeter-1-2005-study1And2	0.27
J48	jmeter-1-2006-study1And2	0.39
J48	jmeter-1-2007-study1And2	0.42
J48	jmeter-1-2008-study1And2	0.12
J48	jmeter-1-2009-study1And2	0.17
J48	jmeter-1-2010-study1And2	0.15
J48	jmeter-1-2011-study1And2	0.13
J48	jmeter-1-2012-study1And2	0.43
J48	jmeter-2-2003-study1And2	0.47
J48	jmeter-2-2004-study1And2	0.48
J48	jmeter-2-2005-study1And2	0.38
J48	jmeter-2-2006-study1And2	0
J48	jmeter-2-2007-study1And2	0.23
J48	jmeter-2-2008-study1And2	0.21
J48	jmeter-2-2009-study1And2	0.25
J48	jmeter-2-2010-study1And2	0.35
J48	jmeter-2-2011-study1And2	0.09
J48	jmeter-2-2012-study1And2	0.15
J48	mahout-1-2010-study1And2	0.43
J48	mahout-1-2011-study1And2	0.31
J48	mahout-1-2012-study1And2	0.25
J48	mahout-2-2010-study1And2	0.4
J48	mahout-2-2011-study1And2	0.38
J48	mahout-2-2012-study1And2	0.06
J48	maven2-1-2006-study1And2	0.6
J48	maven2-1-2007-study1And2	0.58
J48	maven2-1-2008-study1And2	0.6
J48	maven2-1-2009-study1And2	0.53
J48	maven2-2-2006-study1And2	0.88
J48	maven2-2-2007-study1And2	0.6
J48	maven2-2-2008-study1And2	0.7
J48	maven2-2-2009-study1And2	0
J48	openjpa-1-2007-study1And2	0.34
J48	openjpa-1-2008-study1And2	0.44
J48	openjpa-1-2009-study1And2	0.52
J48	openjpa-1-2010-study1And2	0.4
J48	openjpa-1-2011-study1And2	0.31
J48	openjpa-1-2012-study1And2	0.05
J48	openjpa-2-2007-study1And2	0.33
J48	openjpa-2-2008-study1And2	0.47
J48	openjpa-2-2009-study1And2	0.51
J48	openjpa-2-2010-study1And2	0.33
J48	openjpa-2-2011-study1And2	0.26
J48	openjpa-2-2012-study1And2	0.41
J48	solr-1-2007-study1And2	0.42
J48	solr-1-2008-study1And2	0.43
J48	solr-1-2009-study1And2	0.22
J48	solr-1-2010-study1And2	0
J48	solr-2-2007-study1And2	0.29
J48	solr-2-2008-study1And2	0.36
J48	solr-2-2009-study1And2	0.9
J48	tomcat-1-2006-study1And2	0.83
J48	tomcat-1-2007-study1And2	0.38
J48	tomcat-1-2008-study1And2	0.36
J48	tomcat-1-2009-study1And2	0.45
J48	tomcat-1-2010-study1And2	0.44
J48	tomcat-1-2011-study1And2	0.75
J48	tomcat-1-2012-study1And2	0.28
J48	tomcat-2-2006-study1And2	0.39
J48	tomcat-2-2007-study1And2	0.19
J48	tomcat-2-2008-study1And2	0.42
J48	tomcat-2-2009-study1And2	0.49
J48	tomcat-2-2010-study1And2	0.28
J48	tomcat-2-2011-study1And2	0.32
J48	tomcat-2-2012-study1And2	0.4
NaiveBayes	ant-1-2006-study1And2	0.24
NaiveBayes	ant-1-2007-study1And2	0.11
NaiveBayes	ant-1-2008-study1And2	0.44
NaiveBayes	ant-1-2009-study1And2	0.42
NaiveBayes	ant-1-2010-study1And2	0.54
NaiveBayes	ant-1-2011-study1And2	0.06
NaiveBayes	ant-1-2012-study1And2	0.26
NaiveBayes	ant-2-2006-study1And2	0.27
NaiveBayes	ant-2-2007-study1And2	0.21
NaiveBayes	ant-2-2008-study1And2	0.15
NaiveBayes	ant-2-2009-study1And2	0.4
NaiveBayes	ant-2-2010-study1And2	0.29
NaiveBayes	ant-2-2011-study1And2	0.11
NaiveBayes	ant-2-2012-study1And2	0.34
NaiveBayes	camel-1-2008-study1And2	0.26
NaiveBayes	camel-1-2009-study1And2	0.41
NaiveBayes	camel-1-2010-study1And2	0.34
NaiveBayes	camel-1-2011-study1And2	0.32
NaiveBayes	camel-1-2012-study1And2	0.4
NaiveBayes	camel-2-2008-study1And2	0.21
NaiveBayes	camel-2-2009-study1And2	0.3
NaiveBayes	camel-2-2010-study1And2	0.26
NaiveBayes	camel-2-2011-study1And2	0.39
NaiveBayes	camel-2-2012-study1And2	0.36
NaiveBayes	cassandra-1-2010-study1And2	0.37
NaiveBayes	cassandra-1-2011-study1And2	0.3
NaiveBayes	cassandra-1-2012-study1And2	0.37
NaiveBayes	cassandra-2-2010-study1And2	0.34
NaiveBayes	cassandra-2-2011-study1And2	0.2
NaiveBayes	cassandra-2-2012-study1And2	0.33
NaiveBayes	cxf-1-2006-study1And2	0.73
NaiveBayes	cxf-1-2007-study1And2	0.27
NaiveBayes	cxf-1-2008-study1And2	0.44
NaiveBayes	cxf-1-2009-study1And2	0.26
NaiveBayes	cxf-1-2010-study1And2	0.3
NaiveBayes	cxf-1-2011-study1And2	0.42
NaiveBayes	cxf-1-2012-study1And2	0.42
NaiveBayes	cxf-2-2006-study1And2	0.35
NaiveBayes	cxf-2-2007-study1And2	0.32
NaiveBayes	cxf-2-2008-study1And2	0.41
NaiveBayes	cxf-2-2009-study1And2	0.28
NaiveBayes	cxf-2-2010-study1And2	0.44
NaiveBayes	cxf-2-2011-study1And2	0.4
NaiveBayes	cxf-2-2012-study1And2	0.41
NaiveBayes	derby-1-2006-study1And2	0.14
NaiveBayes	derby-1-2007-study1And2	0.31
NaiveBayes	derby-1-2008-study1And2	0.26
NaiveBayes	derby-1-2009-study1And2	0.27
NaiveBayes	derby-1-2010-study1And2	0.36
NaiveBayes	derby-1-2011-study1And2	0.24
NaiveBayes	derby-1-2012-study1And2	0.14
NaiveBayes	derby-2-2006-study1And2	0.16
NaiveBayes	derby-2-2007-study1And2	0.31
NaiveBayes	derby-2-2008-study1And2	0.32
NaiveBayes	derby-2-2009-study1And2	0.2
NaiveBayes	derby-2-2010-study1And2	0.28
NaiveBayes	derby-2-2011-study1And2	0.22
NaiveBayes	derby-2-2012-study1And2	0.03
NaiveBayes	hadoop-1-2009-study1And2	0.28
NaiveBayes	hadoop-1-2010-study1And2	0.33
NaiveBayes	hadoop-1-2011-study1And2	0.9
NaiveBayes	hadoop-1-2012-study1And2	0.37
NaiveBayes	hadoop-2-2009-study1And2	0.13
NaiveBayes	hadoop-2-2010-study1And2	0.09
NaiveBayes	hadoop-2-2011-study1And2	0.3
NaiveBayes	hadoop-2-2012-study1And2	0.35
NaiveBayes	httpd-1-2005-study1And2	0.26
NaiveBayes	httpd-1-2006-study1And2	0
NaiveBayes	httpd-1-2008-study1And2	0.18
NaiveBayes	httpd-1-2009-study1And2	0.27
NaiveBayes	httpd-1-2010-study1And2	0.02
NaiveBayes	httpd-1-2011-study1And2	0.19
NaiveBayes	httpd-1-2012-study1And2	0.27
NaiveBayes	httpd-2-2005-study1And2	0
NaiveBayes	httpd-2-2006-study1And2	0.12
NaiveBayes	httpd-2-2007-study1And2	0.28
NaiveBayes	httpd-2-2008-study1And2	0.22
NaiveBayes	httpd-2-2009-study1And2	0.16
NaiveBayes	httpd-2-2010-study1And2	0.25
NaiveBayes	httpd-2-2011-study1And2	0.18
NaiveBayes	httpd-2-2012-study1And2	0.63
NaiveBayes	jmeter-1-2003-study1And2	0.39
NaiveBayes	jmeter-1-2004-study1And2	0.35
NaiveBayes	jmeter-1-2005-study1And2	0.12
NaiveBayes	jmeter-1-2006-study1And2	0.37
NaiveBayes	jmeter-1-2007-study1And2	0.31
NaiveBayes	jmeter-1-2008-study1And2	0.08
NaiveBayes	jmeter-1-2009-study1And2	0.05
NaiveBayes	jmeter-1-2010-study1And2	0.28
NaiveBayes	jmeter-1-2011-study1And2	0.19
NaiveBayes	jmeter-1-2012-study1And2	0.15
NaiveBayes	jmeter-2-2003-study1And2	0.03
NaiveBayes	jmeter-2-2004-study1And2	0.23
NaiveBayes	jmeter-2-2005-study1And2	0.2
NaiveBayes	jmeter-2-2006-study1And2	0
NaiveBayes	jmeter-2-2007-study1And2	0.23
NaiveBayes	jmeter-2-2008-study1And2	0.18
NaiveBayes	jmeter-2-2009-study1And2	0.02
NaiveBayes	jmeter-2-2010-study1And2	0.38
NaiveBayes	jmeter-2-2011-study1And2	0.13
NaiveBayes	jmeter-2-2012-study1And2	0.16
NaiveBayes	mahout-1-2010-study1And2	0.27
NaiveBayes	mahout-1-2011-study1And2	0.26
NaiveBayes	mahout-1-2012-study1And2	0.22
NaiveBayes	mahout-2-2010-study1And2	0.15
NaiveBayes	mahout-2-2011-study1And2	0.21
NaiveBayes	mahout-2-2012-study1And2	0.2
NaiveBayes	maven2-1-2006-study1And2	0.58
NaiveBayes	maven2-1-2007-study1And2	0.58
NaiveBayes	maven2-1-2008-study1And2	0.58
NaiveBayes	maven2-1-2009-study1And2	0.58
NaiveBayes	maven2-2-2006-study1And2	0.75
NaiveBayes	maven2-2-2007-study1And2	0.38
NaiveBayes	maven2-2-2008-study1And2	0.62
NaiveBayes	maven2-2-2009-study1And2	0.02
NaiveBayes	openjpa-1-2007-study1And2	0.21
NaiveBayes	openjpa-1-2008-study1And2	0.46
NaiveBayes	openjpa-1-2009-study1And2	0.43
NaiveBayes	openjpa-1-2010-study1And2	0.34
NaiveBayes	openjpa-1-2011-study1And2	0.33
NaiveBayes	openjpa-1-2012-study1And2	0.31
NaiveBayes	openjpa-2-2007-study1And2	0.25
NaiveBayes	openjpa-2-2008-study1And2	0.23
NaiveBayes	openjpa-2-2009-study1And2	0.27
NaiveBayes	openjpa-2-2010-study1And2	0.28
NaiveBayes	openjpa-2-2011-study1And2	0.29
NaiveBayes	openjpa-2-2012-study1And2	0.33
NaiveBayes	solr-1-2007-study1And2	0.11
NaiveBayes	solr-1-2008-study1And2	0.32
NaiveBayes	solr-1-2009-study1And2	0.19
NaiveBayes	solr-1-2010-study1And2	0
NaiveBayes	solr-2-2007-study1And2	0.24
NaiveBayes	solr-2-2008-study1And2	0.27
NaiveBayes	solr-2-2009-study1And2	0.85
NaiveBayes	tomcat-1-2006-study1And2	0.17
NaiveBayes	tomcat-1-2007-study1And2	0.36
NaiveBayes	tomcat-1-2008-study1And2	0.22
NaiveBayes	tomcat-1-2009-study1And2	0.21
NaiveBayes	tomcat-1-2010-study1And2	0.27
NaiveBayes	tomcat-1-2011-study1And2	0.2
NaiveBayes	tomcat-1-2012-study1And2	0.18
NaiveBayes	tomcat-2-2006-study1And2	0.27
NaiveBayes	tomcat-2-2007-study1And2	0.23
NaiveBayes	tomcat-2-2008-study1And2	0.25
NaiveBayes	tomcat-2-2009-study1And2	0.21
NaiveBayes	tomcat-2-2010-study1And2	0.27
