S_A	derby-2-2008-study1And2	0.45						
S_A	derby-2-2009-study1And2	0.29						
S_A	derby-2-2010-study1And2	0.29						
S_A	derby-2-2011-study1And2	0.14						
S_A	derby-2-2012-study1And2	0.19						
S_A	hadoop-1-2009-study1And2	0.57						
S_A	hadoop-1-2010-study1And2	0.42						
S_A	hadoop-1-2011-study1And2	0.97						
S_A	hadoop-1-2012-study1And2	0.63						
S_A	hadoop-2-2009-study1And2	0.39						
S_A	hadoop-2-2010-study1And2	0.26						
S_A	hadoop-2-2011-study1And2	0.48						
S_A	hadoop-2-2012-study1And2	0.41						
S_A	httpd-1-2005-study1And2	0.43						
S_A	httpd-1-2006-study1And2	0.00						
S_A	httpd-1-2008-study1And2	0.15						
S_A	httpd-1-2009-study1And2	0.17						
S_A	httpd-1-2010-study1And2	0.05						
S_A	httpd-1-2011-study1And2	0.00						
S_A	httpd-1-2012-study1And2	0.23						
S_A	httpd-2-2005-study1And2	0.00						
S_A	httpd-2-2006-study1And2	0.00						
S_A	httpd-2-2007-study1And2	0.35						
S_A	httpd-2-2008-study1And2	0.11						
S_A	httpd-2-2009-study1And2	0.27						
S_A	httpd-2-2010-study1And2	0.13						
S_A	httpd-2-2011-study1And2	0.03						
S_A	httpd-2-2012-study1And2	0.42						
S_A	jmeter-1-2003-study1And2	0.33						
S_A	jmeter-1-2004-study1And2	0.35						
S_A	jmeter-1-2005-study1And2	0.38						
S_A	jmeter-1-2006-study1And2	0.45						
S_A	jmeter-1-2007-study1And2	0.41						
S_A	jmeter-1-2008-study1And2	0.31						
S_A	jmeter-1-2009-study1And2	0.21						
S_A	jmeter-1-2010-study1And2	0.16						
S_A	jmeter-1-2011-study1And2	0.12						
S_A	jmeter-1-2012-study1And2	0.44						
S_A	jmeter-2-2003-study1And2	0.48						
S_A	jmeter-2-2004-study1And2	0.40						
S_A	jmeter-2-2005-study1And2	0.31						
S_A	jmeter-2-2006-study1And2	0.00						
S_A	jmeter-2-2007-study1And2	0.24						
S_A	jmeter-2-2008-study1And2	0.16						
S_A	jmeter-2-2009-study1And2	0.35						
S_A	jmeter-2-2010-study1And2	0.41						
S_A	jmeter-2-2011-study1And2	0.16						
S_A	jmeter-2-2012-study1And2	0.19						
S_A	mahout-1-2010-study1And2	0.46						
S_A	mahout-1-2011-study1And2	0.32						
S_A	mahout-1-2012-study1And2	0.29						
S_A	mahout-2-2010-study1And2	0.40						
S_A	mahout-2-2011-study1And2	0.31						
S_A	mahout-2-2012-study1And2	0.10						
S_A	maven2-1-2006-study1And2	0.66						
S_A	maven2-1-2007-study1And2	0.61						
S_A	maven2-1-2008-study1And2	0.69						
S_A	maven2-1-2009-study1And2	0.57						
S_A	maven2-2-2006-study1And2	0.89						
S_A	maven2-2-2007-study1And2	0.37						
S_A	maven2-2-2008-study1And2	0.57						
S_A	maven2-2-2009-study1And2	0.00						
S_A	openjpa-1-2007-study1And2	0.34						
S_A	openjpa-1-2008-study1And2	0.52						
S_A	openjpa-1-2009-study1And2	0.52						
S_A	openjpa-1-2010-study1And2	0.41						
S_A	openjpa-1-2011-study1And2	0.28						
S_A	openjpa-1-2012-study1And2	0.19						
S_A	openjpa-2-2007-study1And2	0.41						
S_A	openjpa-2-2008-study1And2	0.53						
S_A	openjpa-2-2009-study1And2	0.56						
S_A	openjpa-2-2010-study1And2	0.41						
S_A	openjpa-2-2011-study1And2	0.31						
S_A	openjpa-2-2012-study1And2	0.43						
S_A	solr-1-2007-study1And2	0.40						
S_A	solr-1-2008-study1And2	0.44						
S_A	solr-1-2009-study1And2	0.24						
S_A	solr-1-2010-study1And2	0.00						
S_A	solr-2-2007-study1And2	0.34						
S_A	solr-2-2008-study1And2	0.42						
S_A	solr-2-2009-study1And2	0.91						
S_A	tomcat-1-2006-study1And2	0.07						
S_A	tomcat-1-2007-study1And2	0.41						
S_A	tomcat-1-2008-study1And2	0.48						
S_A	tomcat-1-2009-study1And2	0.40						
S_A	tomcat-1-2010-study1And2	0.51						
S_A	tomcat-1-2011-study1And2	0.60						
S_A	tomcat-1-2012-study1And2	0.20						
S_A	tomcat-2-2006-study1And2	0.42						
S_A	tomcat-2-2007-study1And2	0.26						
S_A	tomcat-2-2008-study1And2	0.50						
S_A	tomcat-2-2009-study1And2	0.45						
S_A	tomcat-2-2010-study1And2	0.27						
S_A	tomcat-2-2011-study1And2	0.36						
S_A	tomcat-2-2012-study1And2	0.36						
S_P	ant-1-2006-study1And2	0.79						
S_P	ant-1-2007-study1And2	0.30						
S_P	ant-1-2008-study1And2	0.48						
S_P	ant-1-2009-study1And2	0.33						
S_P	ant-1-2010-study1And2	0.47						
S_P	ant-1-2011-study1And2	0.00						
S_P	ant-1-2012-study1And2	0.40						
S_P	ant-2-2006-study1And2	0.28						
S_P	ant-2-2007-study1And2	0.01						
S_P	ant-2-2008-study1And2	0.08						
S_P	ant-2-2009-study1And2	0.31						
S_P	ant-2-2010-study1And2	0.61						
S_P	ant-2-2011-study1And2	0.02						
S_P	ant-2-2012-study1And2	0.61						
S_P	camel-1-2008-study1And2	0.34						
S_P	camel-1-2009-study1And2	0.47						
S_P	camel-1-2010-study1And2	0.36						
S_P	camel-1-2011-study1And2	0.37						
S_P	camel-1-2012-study1And2	0.45						
S_P	camel-2-2008-study1And2	0.29						
S_P	camel-2-2009-study1And2	0.34						
S_P	camel-2-2010-study1And2	0.61						
S_P	camel-2-2011-study1And2	0.41						
S_P	camel-2-2012-study1And2	0.46						
S_P	cassandra-1-2010-study1And2	0.56						
S_P	cassandra-1-2011-study1And2	0.42						
S_P	cassandra-1-2012-study1And2	0.37						
S_P	cassandra-2-2010-study1And2	0.47						
S_P	cassandra-2-2011-study1And2	0.57						
S_P	cassandra-2-2012-study1And2	0.29						
S_P	cxf-1-2006-study1And2	0.98						
S_P	cxf-1-2007-study1And2	0.36						
S_P	cxf-1-2008-study1And2	0.45						
S_P	cxf-1-2009-study1And2	0.41						
S_P	cxf-1-2010-study1And2	0.30						
S_P	cxf-1-2011-study1And2	0.44						
S_P	cxf-1-2012-study1And2	0.47						
S_P	cxf-2-2006-study1And2	0.59						
S_P	cxf-2-2007-study1And2	0.40						
S_P	cxf-2-2008-study1And2	0.43						
S_P	cxf-2-2009-study1And2	0.41						
S_P	cxf-2-2010-study1And2	0.36						
S_P	cxf-2-2011-study1And2	0.56						
S_P	cxf-2-2012-study1And2	0.38						
S_P	derby-1-2006-study1And2	0.00						
S_P	derby-1-2007-study1And2	0.30						
S_P	derby-1-2008-study1And2	0.27						
S_P	derby-1-2009-study1And2	0.32						
S_P	derby-1-2010-study1And2	0.36						
S_P	derby-1-2011-study1And2	0.27						
S_P	derby-1-2012-study1And2	0.12						
S_P	derby-2-2006-study1And2	0.23						
S_P	derby-2-2007-study1And2	0.34						
S_P	derby-2-2008-study1And2	0.45						
S_P	derby-2-2009-study1And2	0.20						
S_P	derby-2-2010-study1And2	0.25						
S_P	derby-2-2011-study1And2	0.12						
S_P	derby-2-2012-study1And2	0.04						
S_P	hadoop-1-2009-study1And2	0.51						
S_P	hadoop-1-2010-study1And2	0.37						
S_P	hadoop-1-2011-study1And2	0.97						
S_P	hadoop-1-2012-study1And2	0.60						
S_P	hadoop-2-2009-study1And2	0.36						
S_P	hadoop-2-2010-study1And2	0.00						
S_P	hadoop-2-2011-study1And2	0.55						
S_P	hadoop-2-2012-study1And2	0.48						
S_P	httpd-1-2005-study1And2	0.35						
S_P	httpd-1-2006-study1And2	0.00						
S_P	httpd-1-2008-study1And2	0.11						
S_P	httpd-1-2009-study1And2	0.31						
S_P	httpd-1-2010-study1And2	0.05						
S_P	httpd-1-2011-study1And2	0.00						
S_P	httpd-1-2012-study1And2	0.15						
S_P	httpd-2-2005-study1And2	0.00						
S_P	httpd-2-2006-study1And2	0.03						
S_P	httpd-2-2007-study1And2	0.29						
S_P	httpd-2-2008-study1And2	0.12						
S_P	httpd-2-2009-study1And2	0.33						
S_P	httpd-2-2010-study1And2	0.13						
S_P	httpd-2-2011-study1And2	0.03						
S_P	httpd-2-2012-study1And2	0.42						
S_P	jmeter-1-2003-study1And2	0.51						
S_P	jmeter-1-2004-study1And2	0.33						
S_P	jmeter-1-2005-study1And2	0.00						
S_P	jmeter-1-2006-study1And2	0.31						
S_P	jmeter-1-2007-study1And2	0.36						
S_P	jmeter-1-2008-study1And2	0.15						
S_P	jmeter-1-2009-study1And2	0.12						
S_P	jmeter-1-2010-study1And2	0.19						
S_P	jmeter-1-2011-study1And2	0.18						
S_P	jmeter-1-2012-study1And2	0.49						
S_P	jmeter-2-2003-study1And2	0.00						
S_P	jmeter-2-2004-study1And2	0.31						
S_P	jmeter-2-2005-study1And2	0.38						
S_P	jmeter-2-2006-study1And2	0.00						
S_P	jmeter-2-2007-study1And2	0.18						
S_P	jmeter-2-2008-study1And2	0.24						
S_P	jmeter-2-2009-study1And2	0.27						
S_P	jmeter-2-2010-study1And2	0.34						
S_P	jmeter-2-2011-study1And2	0.15						
S_P	jmeter-2-2012-study1And2	0.20						
S_P	mahout-1-2010-study1And2	0.39						
S_P	mahout-1-2011-study1And2	0.32						
S_P	mahout-1-2012-study1And2	0.18						
S_P	mahout-2-2010-study1And2	0.37						
S_P	mahout-2-2011-study1And2	0.35						
S_P	mahout-2-2012-study1And2	0.03						
S_P	maven2-1-2006-study1And2	0.65						
S_P	maven2-1-2007-study1And2	0.52						
S_P	maven2-1-2008-study1And2	0.69						
S_P	maven2-1-2009-study1And2	0.51						
S_P	maven2-2-2006-study1And2	0.89						
S_P	maven2-2-2007-study1And2	0.51						
S_P	maven2-2-2008-study1And2	0.66						
S_P	maven2-2-2009-study1And2	0.00						
S_P	openjpa-1-2007-study1And2	0.36						
S_P	openjpa-1-2008-study1And2	0.47						
S_P	openjpa-1-2009-study1And2	0.53						
S_P	openjpa-1-2010-study1And2	0.35						
S_P	openjpa-1-2011-study1And2	0.35						
S_P	openjpa-1-2012-study1And2	0.23						
S_P	openjpa-2-2007-study1And2	0.38						
S_P	openjpa-2-2008-study1And2	0.39						
S_P	openjpa-2-2009-study1And2	0.47						
S_P	openjpa-2-2010-study1And2	0.38						
S_P	openjpa-2-2011-study1And2	0.34						
S_P	openjpa-2-2012-study1And2	0.55						
S_P	solr-1-2007-study1And2	0.30						
S_P	solr-1-2008-study1And2	0.46						
S_P	solr-1-2009-study1And2	0.05						
S_P	solr-1-2010-study1And2	0.00						
S_P	solr-2-2007-study1And2	0.30						
S_P	solr-2-2008-study1And2	0.30						
S_P	solr-2-2009-study1And2	0.89						
S_P	tomcat-1-2006-study1And2	0.62						
S_P	tomcat-1-2007-study1And2	0.38						
S_P	tomcat-1-2008-study1And2	0.37						
S_P	tomcat-1-2009-study1And2	0.39						
S_P	tomcat-1-2010-study1And2	0.44						
S_P	tomcat-1-2011-study1And2	0.65						
S_P	tomcat-1-2012-study1And2	0.28						
S_P	tomcat-2-2006-study1And2	0.33						
S_P	tomcat-2-2007-study1And2	0.11						
S_P	tomcat-2-2008-study1And2	0.32						
S_P	tomcat-2-2009-study1And2	0.49						
S_P	tomcat-2-2010-study1And2	0.33						
S_P	tomcat-2-2011-study1And2	0.33						
S_P	tomcat-2-2012-study1And2	0.36						
A_P	ant-1-2006-study1And2	0.76						
A_P	ant-1-2007-study1And2	0.25						
A_P	ant-1-2008-study1And2	0.50						
A_P	ant-1-2009-study1And2	0.16						
A_P	ant-1-2010-study1And2	0.49						
A_P	ant-1-2011-study1And2	0.00						
A_P	ant-1-2012-study1And2	0.31						
A_P	ant-2-2006-study1And2	0.26						
A_P	ant-2-2007-study1And2	0.08						
A_P	ant-2-2008-study1And2	0.06						
A_P	ant-2-2009-study1And2	0.23						
A_P	ant-2-2010-study1And2	0.59						
A_P	ant-2-2011-study1And2	0.05						
A_P	ant-2-2012-study1And2	0.62						
A_P	camel-1-2008-study1And2	0.29						
A_P	camel-1-2009-study1And2	0.51						
A_P	camel-1-2010-study1And2	0.37						
A_P	camel-1-2011-study1And2	0.39						
A_P	camel-1-2012-study1And2	0.53						
A_P	camel-2-2008-study1And2	0.34						
A_P	camel-2-2009-study1And2	0.39						
A_P	camel-2-2010-study1And2	0.65						
A_P	camel-2-2011-study1And2	0.43						
A_P	camel-2-2012-study1And2	0.44						
A_P	cassandra-1-2010-study1And2	0.60						
A_P	cassandra-1-2011-study1And2	0.52						
A_P	cassandra-1-2012-study1And2	0.36						
A_P	cassandra-2-2010-study1And2	0.44						
A_P	cassandra-2-2011-study1And2	0.65						
A_P	cassandra-2-2012-study1And2	0.29						
A_P	cxf-1-2006-study1And2	0.99						
A_P	cxf-1-2007-study1And2	0.42						
A_P	cxf-1-2008-study1And2	0.48						
A_P	cxf-1-2009-study1And2	0.43						
A_P	cxf-1-2010-study1And2	0.35						
A_P	cxf-1-2011-study1And2	0.50						
A_P	cxf-1-2012-study1And2	0.46						
A_P	cxf-2-2006-study1And2	0.70						
A_P	cxf-2-2007-study1And2	0.40						
A_P	cxf-2-2008-study1And2	0.42						
A_P	cxf-2-2009-study1And2	0.45						
A_P	cxf-2-2010-study1And2	0.44						
A_P	cxf-2-2011-study1And2	0.55						
A_P	cxf-2-2012-study1And2	0.45						
A_P	derby-1-2006-study1And2	0.21						
A_P	derby-1-2007-study1And2	0.32						
A_P	derby-1-2008-study1And2	0.30						
A_P	derby-1-2009-study1And2	0.26						
A_P	derby-1-2010-study1And2	0.39						
A_P	derby-1-2011-study1And2	0.22						
A_P	derby-1-2012-study1And2	0.16						
A_P	derby-2-2006-study1And2	0.38						
A_P	derby-2-2007-study1And2	0.34						
A_P	derby-2-2008-study1And2	0.38						
A_P	derby-2-2009-study1And2	0.18						
A_P	derby-2-2010-study1And2	0.30						
A_P	derby-2-2011-study1And2	0.12						
A_P	derby-2-2012-study1And2	0.16						
A_P	hadoop-1-2009-study1And2	0.57						
A_P	hadoop-1-2010-study1And2	0.40						
A_P	hadoop-1-2011-study1And2	0.45						
A_P	hadoop-1-2012-study1And2	0.62						
A_P	hadoop-2-2009-study1And2	0.38						
A_P	hadoop-2-2010-study1And2	0.00						
A_P	hadoop-2-2011-study1And2	0.58						
A_P	hadoop-2-2012-study1And2	0.47						
A_P	httpd-1-2005-study1And2	0.38						
A_P	httpd-1-2006-study1And2	0.00						
A_P	httpd-1-2008-study1And2	0.01						
A_P	httpd-1-2009-study1And2	0.41						
A_P	httpd-1-2010-study1And2	0.09						
A_P	httpd-1-2011-study1And2	0.04						
A_P	httpd-1-2012-study1And2	0.17						
A_P	httpd-2-2005-study1And2	0.00						
A_P	httpd-2-2006-study1And2	0.27						
A_P	httpd-2-2007-study1And2	0.18						
A_P	httpd-2-2008-study1And2	0.11						
A_P	httpd-2-2009-study1And2	0.15						
A_P	httpd-2-2010-study1And2	0.11						
A_P	httpd-2-2011-study1And2	0.00						
A_P	httpd-2-2012-study1And2	0.45						
A_P	jmeter-1-2003-study1And2	0.49						
A_P	jmeter-1-2004-study1And2	0.31						
A_P	jmeter-1-2005-study1And2	0.14						
A_P	jmeter-1-2006-study1And2	0.39						
A_P	jmeter-1-2007-study1And2	0.43						
A_P	jmeter-1-2008-study1And2	0.27						
A_P	jmeter-1-2009-study1And2	0.20						
A_P	jmeter-1-2010-study1And2	0.20						
A_P	jmeter-1-2011-study1And2	0.22						
A_P	jmeter-1-2012-study1And2	0.46						
A_P	jmeter-2-2003-study1And2	0.43						
A_P	jmeter-2-2004-study1And2	0.35						
A_P	jmeter-2-2005-study1And2	0.30						
A_P	jmeter-2-2006-study1And2	0.00						
A_P	jmeter-2-2007-study1And2	0.25						
A_P	jmeter-2-2008-study1And2	0.21						
A_P	jmeter-2-2009-study1And2	0.36						
A_P	jmeter-2-2010-study1And2	0.06						
A_P	jmeter-2-2011-study1And2	0.16						
A_P	jmeter-2-2012-study1And2	0.18						
A_P	mahout-1-2010-study1And2	0.44						
A_P	mahout-1-2011-study1And2	0.32						
A_P	mahout-1-2012-study1And2	0.25						
A_P	mahout-2-2010-study1And2	0.38						
A_P	mahout-2-2011-study1And2	0.35						
A_P	mahout-2-2012-study1And2	0.32						
A_P	maven2-1-2006-study1And2	0.64						
A_P	maven2-1-2007-study1And2	0.57						
A_P	maven2-1-2008-study1And2	0.68						
A_P	maven2-1-2009-study1And2	0.52						
A_P	maven2-2-2006-study1And2	0.90						
A_P	maven2-2-2007-study1And2	0.35						
A_P	maven2-2-2008-study1And2	0.64						
A_P	maven2-2-2009-study1And2	0.00						
A_P	openjpa-1-2007-study1And2	0.31						
A_P	openjpa-1-2008-study1And2	0.49						
A_P	openjpa-1-2009-study1And2	0.52						
A_P	openjpa-1-2010-study1And2	0.39						
A_P	openjpa-1-2011-study1And2	0.24						
A_P	openjpa-1-2012-study1And2	0.29						
A_P	openjpa-2-2007-study1And2	0.42						
A_P	openjpa-2-2008-study1And2	0.54						
A_P	openjpa-2-2009-study1And2	0.54						
A_P	openjpa-2-2010-study1And2	0.32						
A_P	openjpa-2-2011-study1And2	0.33						
A_P	openjpa-2-2012-study1And2	0.25						
A_P	solr-1-2007-study1And2	0.44						
A_P	solr-1-2008-study1And2	0.42						
A_P	solr-1-2009-study1And2	0.30						
A_P	solr-1-2010-study1And2	0.00						
A_P	solr-2-2007-study1And2	0.25						
A_P	solr-2-2008-study1And2	0.45						
A_P	solr-2-2009-study1And2	0.91						
A_P	tomcat-1-2006-study1And2	0.67						
A_P	tomcat-1-2007-study1And2	0.36						
A_P	tomcat-1-2008-study1And2	0.40						
A_P	tomcat-1-2009-study1And2	0.50						
A_P	tomcat-1-2010-study1And2	0.42						
A_P	tomcat-1-2011-study1And2	0.76						
A_P	tomcat-1-2012-study1And2	0.26						
A_P	tomcat-2-2006-study1And2	0.42						
A_P	tomcat-2-2007-study1And2	0.15						
A_P	tomcat-2-2008-study1And2	0.49						
A_P	tomcat-2-2009-study1And2	0.55						
A_P	tomcat-2-2010-study1And2	0.31						
A_P	tomcat-2-2011-study1And2	0.37						
A_P	tomcat-2-2012-study1And2	0.42						
